candidate,architecture,side,variant_id,metric_trades,metric_profit_factor,metric_expectancy_r,metric_return_r,metric_win_rate_pct,metric_max_drawdown_r,p_value,holm_adjusted_p,passes_holm_fwer
CHANDELIER_TIME_SERIES_MOMENTUM__LONG__channel_bars=12,CHANDELIER_TIME_SERIES_MOMENTUM,LONG,channel_bars=12,161,1.2558340997768835,0.09269059765470544,14.923186222407576,54.037267080745345,-8.247839164549188,0.11047238190452387,1.0,False
CHANDELIER_TIME_SERIES_MOMENTUM__LONG__h4_adx_min=12.0,CHANDELIER_TIME_SERIES_MOMENTUM,LONG,h4_adx_min=12.0,247,1.0971031440120775,0.03981583482931654,9.834511202841185,49.797570850202426,-19.79438710924407,0.274431392151962,1.0,False
CHANDELIER_TIME_SERIES_MOMENTUM__LONG__h4_adx_min=18.0,CHANDELIER_TIME_SERIES_MOMENTUM,LONG,h4_adx_min=18.0,207,1.0686452773994584,0.02898852632861796,6.0006249500239175,48.309178743961354,-17.947315806006436,0.332416895776056,1.0,False
CHANDELIER_TIME_SERIES_MOMENTUM__LONG__trail_atr_mult=1.1,CHANDELIER_TIME_SERIES_MOMENTUM,LONG,trail_atr_mult=1.1,233,0.9744313857407465,-0.009481760981465477,-2.2092503086814563,49.78540772532189,-21.057234022202753,0.5631092226943264,1.0,False
CHANDELIER_TIME_SERIES_MOMENTUM__LONG__trail_atr_mult=1.7,CHANDELIER_TIME_SERIES_MOMENTUM,LONG,trail_atr_mult=1.7,231,1.1507245729634188,0.06238463496456573,14.410850676814682,48.484848484848484,-15.349312755843584,0.18620344913771558,1.0,False
CHANDELIER_TIME_SERIES_MOMENTUM__SHORT__CENTRAL,CHANDELIER_TIME_SERIES_MOMENTUM,SHORT,CENTRAL,234,0.9842600257424658,-0.005427731238755771,-1.2700891098688505,50.0,-20.04450457995077,0.5463634091477131,1.0,False
CHANDELIER_TIME_SERIES_MOMENTUM__SHORT__regime_threshold=0.1,CHANDELIER_TIME_SERIES_MOMENTUM,SHORT,regime_threshold=0.1,248,0.9641183890091084,-0.013371089630193376,-3.316030228287957,50.0,-19.86064603633482,0.6138465383654087,1.0,False
CHANDELIER_TIME_SERIES_MOMENTUM__SHORT__regime_threshold=0.3,CHANDELIER_TIME_SERIES_MOMENTUM,SHORT,regime_threshold=0.3,220,0.9579079716922713,-0.015604498799062599,-3.4329897357937718,50.0,-21.60464156107197,0.6153461634591352,1.0,False
CHANDELIER_TIME_SERIES_MOMENTUM__SHORT__channel_bars=6,CHANDELIER_TIME_SERIES_MOMENTUM,SHORT,channel_bars=6,297,0.9374744763909277,-0.024484955149829502,-7.272031679499362,47.13804713804714,-21.58617467971213,0.7188202949262684,1.0,False
CHANDELIER_TIME_SERIES_MOMENTUM__SHORT__channel_bars=12,CHANDELIER_TIME_SERIES_MOMENTUM,SHORT,channel_bars=12,147,1.0445205391497783,0.016255770215040117,2.389598221610897,49.65986394557823,-9.056702978635723,0.38990252436890777,1.0,False
CHANDELIER_TIME_SERIES_MOMENTUM__SHORT__h4_adx_min=12.0,CHANDELIER_TIME_SERIES_MOMENTUM,SHORT,h4_adx_min=12.0,238,1.0086245382654313,0.0039284099730829,0.9349615735937302,50.42016806722689,-18.01549183288089,0.4771307173206698,1.0,False
CHANDELIER_TIME_SERIES_MOMENTUM__SHORT__h4_adx_min=18.0,CHANDELIER_TIME_SERIES_MOMENTUM,SHORT,h4_adx_min=18.0,220,1.0219590475453282,0.008899965412802217,1.9579923908164876,50.90909090909091,-20.58572791808634,0.4521369657585604,1.0,False
CHANDELIER_TIME_SERIES_MOMENTUM__SHORT__trail_atr_mult=1.1,CHANDELIER_TIME_SERIES_MOMENTUM,SHORT,trail_atr_mult=1.1,234,0.9716420599302557,-0.010336074883019205,-2.418641522626494,50.427350427350426,-20.102443425450573,0.5841039740064984,1.0,False
CHANDELIER_TIME_SERIES_MOMENTUM__SHORT__trail_atr_mult=1.7,CHANDELIER_TIME_SERIES_MOMENTUM,SHORT,trail_atr_mult=1.7,234,0.955278999543542,-0.016521512838503775,-3.866034004209883,48.29059829059829,-23.670601565249687,0.6268432891777056,1.0,False
