signal_time,entry_time,exit_time,r_net,market_regime,vol_regime
2025-12-21 23:00:00+00:00,2025-12-22 00:00:00+00:00,2025-12-22 00:00:00+00:00,1.1560479273139177,TRANSITION,MID
2026-01-02 03:00:00+00:00,2026-01-02 04:00:00+00:00,2026-01-02 14:00:00+00:00,0.31257684493751164,BULL,LOW
2026-01-13 15:00:00+00:00,2026-01-13 16:00:00+00:00,2026-01-13 22:00:00+00:00,1.1995546625306137,TRANSITION,MID
2026-01-14 14:00:00+00:00,2026-01-14 15:00:00+00:00,2026-01-14 18:00:00+00:00,0.267799199362625,BULL,MID
2026-01-15 09:00:00+00:00,2026-01-15 10:00:00+00:00,2026-01-15 17:00:00+00:00,-0.42746302961479354,BULL,MID
2026-03-05 10:00:00+00:00,2026-03-05 11:00:00+00:00,2026-03-05 15:00:00+00:00,-0.6029698288412901,BULL,MID
2026-03-13 10:00:00+00:00,2026-03-13 11:00:00+00:00,2026-03-13 13:00:00+00:00,0.9268265450444915,BULL,MID
2026-03-15 20:00:00+00:00,2026-03-15 21:00:00+00:00,2026-03-15 22:00:00+00:00,1.2021421067514244,BULL,MID
2026-03-16 17:00:00+00:00,2026-03-16 18:00:00+00:00,2026-03-17 03:00:00+00:00,0.3866378979052673,BULL,MID
2026-04-01 05:00:00+00:00,2026-04-01 06:00:00+00:00,2026-04-01 08:00:00+00:00,0.36106493446420324,BULL,MID
2026-04-15 19:00:00+00:00,2026-04-15 20:00:00+00:00,2026-04-16 00:00:00+00:00,-0.283652001242899,BULL,MID
2026-04-22 13:00:00+00:00,2026-04-22 14:00:00+00:00,2026-04-22 18:00:00+00:00,-0.35198066762366437,BULL,MID
2026-05-06 08:00:00+00:00,2026-05-06 09:00:00+00:00,2026-05-06 14:00:00+00:00,-1.0,BULL,MID
